Index,Song Name,Streams,Artist,Genre,Popularity,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Tempo,Valence,Release Year,Duration (minutes),artist,song,explicit,year,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,liveness,valence,tempo,genre
144,223's (feat. 9lokknine),4781697.0,YNW Melly,Hip Hop,68.0,94.0,54.0,65.0,36.0,4.0,8.0,94.998,70.0,2019.0,2.94,,,,,,,,,,,,,,,,
145,Don't Call Me Up,4931458.0,Mabel,Electronic,79.0,63.0,90.0,84.0,14.0,30.0,6.0,98.994,21.0,2019.0,2.97,,,,,,,,,,,,,,,,
146,Arcade,7353795.0,Duncan Laurence,Pop,84.0,36.0,30.0,47.0,2.0,83.0,12.0,71.884,25.0,2019.0,3.06,,,,,,,,,,,,,,,,
147,Start Wit Me (feat. Gunna),5085706.0,Roddy Ricch,Hip Hop,68.0,89.0,46.0,64.0,36.0,8.0,12.0,130.029,40.0,2019.0,2.64,,,,,,,,,,,,,,,,
148,Circles,7156162.0,Post Malone,Hip Hop,87.0,66.0,77.0,81.0,2.0,19.0,7.0,120.042,55.0,2019.0,3.59,,,,,,,,,,,,,,,,
149,Iko Iko (My Bestie),7381585.0,"Justin Wellington, Small Jam",Pop,87.0,86.0,76.0,74.0,5.0,13.0,6.0,105.039,84.0,2019.0,3.05,,,,,,,,,,,,,,,,
150,Tip Toe (feat. A Boogie Wit da Hoodie),5150724.0,Roddy Ricch,Hip Hop,63.0,73.0,68.0,62.0,14.0,10.0,34.0,92.958,57.0,2019.0,3.1,,,,,,,,,,,,,,,,
151,Take What You Want (feat. Ozzy Osbourne & Travis Scott),5199618.0,Post Malone,Hip Hop,75.0,42.0,81.0,84.0,3.0,9.0,14.0,139.919,25.0,2019.0,3.83,,,,,,,,,,,,,,,,
152,Stuck In A Dream (feat. Gunna),5258047.0,Lil Mosey,Hip Hop,73.0,72.0,65.0,70.0,7.0,49.0,11.0,139.952,73.0,2019.0,2.06,,,,,,,,,,,,,,,,
153,Suge,4986299.0,DaBaby,Rock,76.0,87.0,66.0,70.0,47.0,6.0,11.0,75.445,86.0,2019.0,2.72,,,,,,,,,,,,,,,,
154,Liberdade Provisória,6442626.0,Henrique & Juliano,Pop,66.0,62.0,69.0,72.0,3.0,63.0,96.0,108.138,71.0,2019.0,3.13,,,,,,,,,,,,,,,,
155,Liar,4896939.0,Camila Cabello,Electronic,69.0,71.0,48.0,69.0,3.0,2.0,32.0,98.016,65.0,2019.0,3.45,,,,,,,,,,,,,,,,
156,Nice To Meet Ya,5730427.0,Niall Horan,Pop,68.0,53.0,86.0,78.0,1.0,1.0,40.0,109.034,38.0,2019.0,2.65,,,,,,,,,,,,,,,,
157,Up All Night,5834918.0,Khalid,Pop,69.0,62.0,72.0,66.0,3.0,0.0,9.0,93.992,67.0,2019.0,2.62,,,,,,,,,,,,,,,,
158,Dance Monkey,7687058.0,Tones And I,Pop,83.0,81.0,58.0,70.0,8.0,70.0,14.0,98.027,51.0,2019.0,3.49,,,,,,,,,,,,,,,,
159,Watermelon Sugar,11996689.0,Harry Styles,Pop,90.0,48.0,83.0,79.0,3.0,12.0,33.0,95.39,55.0,2019.0,2.9,,,,,,,,,,,,,,,,
160,Turn Me On (feat. Vula),4925843.0,"Riton, Oliver Heldens",Electronic,76.0,71.0,84.0,77.0,2.0,2.0,7.0,124.051,51.0,2019.0,3.47,,,,,,,,,,,,,,,,
161,"Taki Taki (feat. Selena Gomez, Ozuna & Cardi B)",4816702.0,DJ Snake,Electronic,71.0,83.0,82.0,79.0,24.0,16.0,5.0,95.881,62.0,2019.0,3.54,,,,,,,,,,,,,,,,
162,Before You Go,6813800.0,Lewis Capaldi,Pop,83.0,37.0,57.0,76.0,4.0,61.0,7.0,111.881,16.0,2019.0,3.59,,,,,,,,,,,,,,,,
163,Family,6145132.0,"The Chainsmokers, Kygo",Electronic,67.0,52.0,60.0,70.0,1.0,43.0,9.0,117.817,36.0,2019.0,3.25,,,,,,,,,,,,,,,,
164,ME! (feat. Brendon Urie of Panic! At The Disco),4884909.0,Taylor Swift,Pop,77.0,55.0,85.0,79.0,4.0,3.0,10.0,182.162,73.0,2019.0,3.22,,,,,,,,,,,,,,,,
165,Psycho,4991751.0,Red Velvet,Pop,76.0,62.0,67.0,86.0,2.0,19.0,7.0,139.987,39.0,2019.0,3.51,,,,,,,,,,,,,,,,
166,"Writing on the Wall (feat. Post Malone, Cardi B & Rvssian)",5229616.0,French Montana,Rock,59.0,75.0,85.0,86.0,15.0,29.0,7.0,112.01,49.0,2019.0,3.35,,,,,,,,,,,,,,,,
167,Loco Contigo (feat. J. Balvin & Tyga),5013732.0,"DJ Snake, J Balvin",Electronic,77.0,66.0,77.0,83.0,23.0,28.0,9.0,192.091,36.0,2019.0,3.09,,,,,,,,,,,,,,,,
168,Cheirosa - Ao Vivo,4623030.0,Jorge & Mateus,Pop,66.0,46.0,89.0,83.0,7.0,24.0,33.0,152.37,72.0,2019.0,3.03,,,,,,,,,,,,,,,,
169,Ne reviens pas,4676857.0,"Gradur, Heuss L'enfoiré",Rock,62.0,94.0,79.0,82.0,5.0,21.0,16.0,124.996,95.0,2019.0,3.14,,,,,,,,,,,,,,,,
170,Yellow Hearts,6554824.0,Ant Saunders,Pop,70.0,86.0,42.0,61.0,6.0,18.0,6.0,129.039,70.0,2019.0,3.72,,,,,,,,,,,,,,,,
171,Let Me Know (I Wonder Why Freestyle),4701532.0,Juice WRLD,Hip Hop,76.0,58.0,53.0,65.0,7.0,17.0,42.0,125.028,37.0,2019.0,3.59,,,,,,,,,,,,,,,,
172,HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,6107499.0,Travis Scott,Hip Hop,68.0,49.0,48.0,70.0,1.0,6.0,8.0,153.131,9.0,2019.0,4.08,,,,,,,,,,,,,,,,
173,Old Town Road,4852004.0,Lil Nas X,Rock,81.0,88.0,62.0,73.0,9.0,5.0,10.0,136.041,64.0,2019.0,2.62,,,,,,,,,,,,,,,,
174,"Yo x Ti, Tu x Mi",5202210.0,"ROSALÍA, Ozuna",Pop,74.0,76.0,77.0,82.0,23.0,47.0,13.0,91.952,58.0,2019.0,3.35,,,,,,,,,,,,,,,,
175,"DJ No Pare (feat. Zion, Dalex, Lenny Tavárez) - Remix",5148516.0,"Justin Quiles, Natti Natasha, Farruko",Reggae,72.0,71.0,72.0,80.0,8.0,5.0,6.0,170.001,84.0,2019.0,4.31,,,,,,,,,,,,,,,,
176,EARFQUAKE,5079657.0,"Tyler, The Creator",Rock,79.0,49.0,48.0,61.0,5.0,23.0,82.0,79.635,40.0,2019.0,3.17,,,,,,,,,,,,,,,,
177,Pa' Olvidarme De Ella,5066711.0,"Piso 21, Christian Nodal",Reggae,74.0,70.0,53.0,75.0,3.0,26.0,12.0,90.016,64.0,2019.0,3.79,,,,,,,,,,,,,,,,
178,Combatchy (feat. MC Rebecca),5149797.0,"Anitta, Lexa, Luísa Sonza",Pop,64.0,81.0,74.0,83.0,7.0,39.0,0.0,150.134,61.0,2019.0,2.63,,,,,,,,,,,,,,,,
179,Death,4929396.0,"Trippie Redd, DaBaby",Hip Hop,65.0,79.0,84.0,72.0,14.0,6.0,14.0,164.005,61.0,2019.0,2.87,,,,,,,,,,,,,,,,
180,Emotions 2.0,5113459.0,"Ufo361, CÉLINE",Rock,65.0,77.0,48.0,57.0,10.0,39.0,9.0,98.543,25.0,2020.0,2.43,,,,,,,,,,,,,,,,
181,Wash Us In The Blood,5586085.0,"Kanye West, Travis Scott",Hip Hop,64.0,63.0,87.0,76.0,45.0,19.0,30.0,137.22,37.0,2020.0,3.16,,,,,,,,,,,,,,,,
182,Gangstas,5104422.0,Pop Smoke,Hip Hop,71.0,48.0,49.0,66.0,9.0,20.0,6.0,119.987,55.0,2020.0,2.67,,,,,,,,,,,,,,,,
183,I’m Ready (with Demi Lovato),4764355.0,Sam Smith,Pop,68.0,42.0,68.0,70.0,2.0,0.0,28.0,155.051,13.0,2020.0,3.35,,,,,,,,,,,,,,,,
184,Monster,5030481.0,Red Velvet - IRENE & SEULGI,Pop,70.0,58.0,76.0,85.0,3.0,21.0,55.0,115.665,34.0,2020.0,2.97,,,,,,,,,,,,,,,,
185,YAYA,4729070.0,6ix9ine,Hip Hop,60.0,63.0,74.0,74.0,4.0,0.0,19.0,105.043,34.0,2020.0,2.5,,,,,,,,,,,,,,,,
186,Narcos,4633313.0,Anuel AA,Reggae,68.0,56.0,76.0,81.0,20.0,35.0,7.0,168.072,60.0,2020.0,4.32,,,,,,,,,,,,,,,,
187,VALLA NEIN (feat. Luciano),5029858.0,"KC Rebell, Summer Cem",Rock,55.0,74.0,66.0,67.0,13.0,12.0,36.0,135.909,59.0,2020.0,3.03,,,,,,,,,,,,,,,,
188,Make It Rain (feat. Rowdy Rebel),4594248.0,Pop Smoke,Hip Hop,62.0,42.0,78.0,79.0,44.0,16.0,39.0,159.477,58.0,2020.0,3.37,,,,,,,,,,,,,,,,
189,People You Know,6255954.0,Selena Gomez,Pop,54.0,66.0,62.0,64.0,3.0,9.0,10.0,150.032,62.0,2020.0,3.25,,,,,,,,,,,,,,,,
190,Something Special,4535580.0,Pop Smoke,Hip Hop,72.0,71.0,61.0,68.0,1.0,25.0,9.0,91.071,66.0,2020.0,2.64,,,,,,,,,,,,,,,,
191,Farewell,8277608.0,Eminem,Rock,61.0,89.0,67.0,70.0,10.0,0.0,25.0,93.007,46.0,2020.0,4.13,,,,,,,,,,,,,,,,
192,Riot,5163633.0,XXXTENTACION,Rock,70.0,43.0,53.0,64.0,49.0,2.0,22.0,97.767,13.0,2020.0,1.31,,,,,,,,,,,,,,,,
193,Aim For The Moon (feat. Quavo),9011502.0,Pop Smoke,Hip Hop,67.0,68.0,60.0,66.0,10.0,50.0,10.0,142.025,42.0,2020.0,2.93,,,,,,,,,,,,,,,,
194,Crowded Room (feat. 6LACK),6483001.0,Selena Gomez,Pop,55.0,69.0,39.0,63.0,3.0,77.0,9.0,89.999,31.0,2020.0,3.11,,,,,,,,,,,,,,,,
195,44 BullDog,8443771.0,Pop Smoke,Hip Hop,66.0,78.0,56.0,73.0,44.0,3.0,10.0,139.989,30.0,2020.0,2.51,,,,,,,,,,,,,,,,
196,Creature (feat. Swae Lee),7308690.0,Pop Smoke,Hip Hop,66.0,78.0,72.0,73.0,26.0,5.0,19.0,141.881,36.0,2020.0,3.38,,,,,,,,,,,,,,,,
197,Yea Yea,7112419.0,Pop Smoke,Hip Hop,63.0,68.0,46.0,63.0,44.0,5.0,13.0,123.906,44.0,2020.0,3.1,,,,,,,,,,,,,,,,
198,Enjoy Yourself (feat. Karol G),6620040.0,Pop Smoke,Hip Hop,70.0,74.0,68.0,69.0,8.0,39.0,21.0,97.02,45.0,2020.0,3.3,,,,,,,,,,,,,,,,
199,Ring,6693229.0,Selena Gomez,Pop,55.0,87.0,50.0,74.0,5.0,57.0,6.0,110.953,89.0,2020.0,2.48,,,,,,,,,,,,,,,,
200,Bad Bitch From Tokyo (Intro),6144736.0,Pop Smoke,Hip Hop,59.0,60.0,64.0,69.0,18.0,40.0,28.0,140.248,68.0,2020.0,0.8,,,,,,,,,,,,,,,,
201,Snitching (feat. Quavo & Future),6102253.0,Pop Smoke,Hip Hop,59.0,96.0,57.0,76.0,19.0,4.0,25.0,135.033,78.0,2020.0,4.32,,,,,,,,,,,,,,,,
202,Dance Again,7394604.0,Selena Gomez,Pop,56.0,76.0,54.0,67.0,7.0,5.0,18.0,111.984,46.0,2020.0,2.84,,,,,,,,,,,,,,,,
203,Boot,6375562.0,Apache 207,Rock,54.0,46.0,56.0,66.0,33.0,6.0,10.0,194.034,52.0,2020.0,3.22,,,,,,,,,,,,,,,,
204,Surf,6960699.0,Mac Miller,Rock,67.0,82.0,14.0,45.0,17.0,76.0,14.0,147.279,21.0,2020.0,5.51,,,,,,,,,,,,,,,,
205,BAD CON NICKY,4432210.0,"Bad Bunny, Nicky Jam",Reggae,71.0,53.0,74.0,76.0,8.0,32.0,68.0,93.094,72.0,2020.0,3.37,,,,,,,,,,,,,,,,
206,"The Man, The Myth, The Legend - Interlude",6640728.0,Juice WRLD,Hip Hop,58.0,62.0,43.0,40.0,86.0,92.0,63.0,83.534,84.0,2020.0,2.28,,,,,,,,,,,,,,,,
207,Diosa,4868180.0,Myke Towers,Hip Hop,74.0,78.0,75.0,80.0,5.0,40.0,14.0,104.965,22.0,2020.0,3.57,,,,,,,,,,,,,,,,
208,Free Woman,9266945.0,Lady Gaga,Pop,63.0,70.0,95.0,81.0,6.0,2.0,18.0,119.006,47.0,2020.0,3.19,,,,,,,,,,,,,,,,
209,Never Know (feat. SHIRIN DAVID),4803071.0,Luciano,Rock,60.0,87.0,53.0,68.0,37.0,6.0,17.0,142.016,47.0,2020.0,3.28,,,,,,,,,,,,,,,,
210,La Difícil,4727554.0,Bad Bunny,Reggae,78.0,64.0,87.0,77.0,7.0,9.0,6.0,179.87,77.0,2020.0,2.72,,,,,,,,,,,,,,,,
211,TROLLZ (with Nicki Minaj),4700152.0,6ix9ine,Hip Hop,65.0,72.0,40.0,61.0,31.0,3.0,10.0,180.006,49.0,2020.0,3.38,,,,,,,,,,,,,,,,
212,Alice,10342277.0,Lady Gaga,Pop,64.0,69.0,90.0,78.0,2.0,0.0,5.0,123.036,31.0,2020.0,2.96,,,,,,,,,,,,,,,,
213,The Adventures of Moon Man & Slim Shady (with Eminem),4639929.0,Kid Cudi,Rock,67.0,88.0,80.0,75.0,11.0,23.0,11.0,113.018,59.0,2020.0,4.41,,,,,,,,,,,,,,,,
214,Level of Concern,4252898.0,Twenty One Pilots,Rock,72.0,73.0,58.0,67.0,2.0,32.0,13.0,122.012,78.0,2020.0,3.67,,,,,,,,,,,,,,,,
215,Diamonds (with Normani),4981484.0,Megan Thee Stallion,Pop,58.0,77.0,76.0,80.0,7.0,19.0,26.0,94.012,48.0,2020.0,3.32,,,,,,,,,,,,,,,,
216,Stepdad,9159901.0,Eminem,Rock,61.0,76.0,82.0,83.0,18.0,2.0,32.0,145.68,55.0,2020.0,3.56,,,,,,,,,,,,,,,,
217,Tiefschwarz (feat. Samra),5867111.0,Kontra K,Rock,62.0,72.0,80.0,72.0,23.0,7.0,10.0,94.003,37.0,2020.0,3.16,,,,,,,,,,,,,,,,
218,Ignorantes,4613982.0,"Bad Bunny, Sech",Reggae,74.0,84.0,53.0,75.0,4.0,27.0,8.0,96.029,50.0,2020.0,3.51,,,,,,,,,,,,,,,,
219,Solitaires (feat. Travis Scott),4334669.0,Future,Rock,67.0,65.0,63.0,66.0,3.0,12.0,5.0,169.982,48.0,2020.0,3.43,,,,,,,,,,,,,,,,
220,Yummy,4599349.0,Justin Bieber,Pop,72.0,65.0,50.0,70.0,8.0,37.0,10.0,145.921,49.0,2020.0,3.51,,,,,,,,,,,,,,,,
221,"Yah Yah (feat. Royce Da 5'9"", Black Thought, Q-Tip & Denaun)",8695060.0,Eminem,Rock,60.0,37.0,100.0,86.0,42.0,14.0,10.0,183.586,34.0,2020.0,4.78,,,,,,,,,,,,,,,,
222,Never Love Again,8335790.0,Eminem,Rock,62.0,72.0,92.0,75.0,26.0,10.0,49.0,92.029,58.0,2020.0,2.96,,,,,,,,,,,,,,,,
223,What A Man Gotta Do,4360660.0,Jonas Brothers,Rock,77.0,85.0,70.0,67.0,5.0,1.0,6.0,113.039,31.0,2020.0,3.01,,,,,,,,,,,,,,,,
224,A Sweeter Place (feat. Kid Cudi),5291134.0,Selena Gomez,Pop,52.0,52.0,79.0,68.0,19.0,11.0,9.0,190.054,29.0,2020.0,4.39,,,,,,,,,,,,,,,,
225,Let Me Get Me,5356671.0,Selena Gomez,Pop,51.0,81.0,56.0,60.0,2.0,25.0,21.0,121.06,47.0,2020.0,3.15,,,,,,,,,,,,,,,,
226,Anxiety - Intro,8449557.0,Juice WRLD,Hip Hop,60.0,19.0,52.0,52.0,10.0,98.0,21.0,174.795,58.0,2020.0,1.17,,,,,,,,,,,,,,,,
227,Woods,8329349.0,Mac Miller,Rock,64.0,76.0,34.0,54.0,3.0,14.0,10.0,85.011,45.0,2020.0,4.77,,,,,,,,,,,,,,,,
228,Juice WRLD Speaks From Heaven - Outro,6682917.0,Juice WRLD,Hip Hop,59.0,29.0,35.0,41.0,9.0,100.0,56.0,121.678,51.0,2020.0,0.51,,,,,,,,,,,,,,,,
229,Suicidal (Remix) [feat. Juice WRLD],4296154.0,YNW Melly,Hip Hop,76.0,61.0,42.0,75.0,5.0,48.0,8.0,139.957,25.0,2020.0,3.76,,,,,,,,,,,,,,,,
230,P2,4769996.0,Lil Uzi Vert,Hip Hop,73.0,75.0,73.0,74.0,20.0,2.0,10.0,155.086,48.0,2020.0,3.91,,,,,,,,,,,,,,,,
231,West Coast Shit (feat. Tyga & Quavo),5931242.0,Pop Smoke,Hip Hop,61.0,82.0,77.0,73.0,21.0,9.0,9.0,99.999,49.0,2020.0,3.2,,,,,,,,,,,,,,,,
232,Everybody,8172098.0,Mac Miller,Rock,62.0,87.0,59.0,60.0,13.0,3.0,10.0,152.061,8.0,2020.0,4.28,,,,,,,,,,,,,,,,
233,No Idea,4369849.0,Don Toliver,Hip Hop,80.0,60.0,63.0,73.0,8.0,53.0,15.0,127.998,34.0,2020.0,2.57,,,,,,,,,,,,,,,,
234,BYE ME FUI,4567732.0,Bad Bunny,Reggae,72.0,68.0,59.0,71.0,10.0,42.0,9.0,179.788,59.0,2020.0,2.97,,,,,,,,,,,,,,,,
235,Airwaves,4352767.0,Pashanim,Rock,71.0,89.0,57.0,67.0,6.0,7.0,9.0,131.999,38.0,2020.0,2.98,,,,,,,,,,,,,,,,
236,Big Drip,6010373.0,"Ufo361, Future",Rock,48.0,77.0,53.0,69.0,33.0,5.0,12.0,158.922,43.0,2020.0,2.9,,,,,,,,,,,,,,,,
237,Turks (with Gunna & ft. Travis Scott),4623279.0,NAV,Rock,67.0,90.0,62.0,78.0,12.0,8.0,57.0,119.1,37.0,2020.0,2.69,,,,,,,,,,,,,,,,
238,Once A Day,6159873.0,Mac Miller,Rock,61.0,74.0,0.0,32.0,3.0,96.0,11.0,96.838,32.0,2020.0,2.67,,,,,,,,,,,,,,,,
239,Lose You To Love Me,4322088.0,Selena Gomez,Pop,81.0,41.0,32.0,61.0,2.0,56.0,20.0,102.819,7.0,2020.0,3.44,,,,,,,,,,,,,,,,
240,Still Learning,7050815.0,Halsey,Electronic,59.0,67.0,66.0,70.0,4.0,4.0,10.0,102.046,30.0,2020.0,3.53,,,,,,,,,,,,,,,,
241,PA' ROMPERLA,4312675.0,"Bad Bunny, Don Omar",Reggae,72.0,75.0,85.0,76.0,4.0,2.0,7.0,94.011,70.0,2020.0,3.24,,,,,,,,,,,,,,,,
242,VACATION,6883487.0,Tyga,Rock,51.0,81.0,61.0,71.0,8.0,2.0,18.0,110.973,46.0,2020.0,3.22,,,,,,,,,,,,,,,,
243,Know Your Worth,4374392.0,"Khalid, Disclosure",Pop,76.0,77.0,70.0,65.0,6.0,15.0,28.0,103.007,50.0,2020.0,3.02,,,,,,,,,,,,,,,,
244,ROCKSTAR (feat. Roddy Ricch) - BLM REMIX,7353153.0,DaBaby,Rock,62.0,72.0,69.0,67.0,25.0,20.0,7.0,89.901,76.0,2020.0,3.41,,,,,,,,,,,,,,,,
245,Big Body Benz,6707101.0,Bonez MC,Rock,61.0,88.0,43.0,61.0,43.0,7.0,26.0,94.024,29.0,2020.0,2.47,,,,,,,,,,,,,,,,
246,Ich weiß nicht mal wie sie heißt,5827600.0,"Capital Bra, Bozza",Rock,57.0,42.0,85.0,80.0,19.0,53.0,8.0,199.846,61.0,2020.0,2.81,,,,,,,,,,,,,,,,
247,Fútbol & Rumba (feat. Enrique Iglesias),5124116.0,Anuel AA,Reggae,67.0,70.0,94.0,87.0,11.0,40.0,8.0,167.994,70.0,2020.0,3.69,,,,,,,,,,,,,,,,
248,Bleed,5095478.0,A Boogie Wit da Hoodie,Pop,61.0,66.0,57.0,65.0,20.0,14.0,14.0,71.446,38.0,2020.0,2.95,,,,,,,,,,,,,,,,
249,Shotta Flow 5,4513982.0,NLE Choppa,Rock,62.0,79.0,76.0,75.0,35.0,8.0,4.0,140.032,78.0,2020.0,2.42,,,,,,,,,,,,,,,,
250,M' Manc (con Geolier & Sfera Ebbasta),5171235.0,Shablo,Rock,66.0,67.0,71.0,71.0,5.0,5.0,41.0,139.933,73.0,2020.0,3.0,,,,,,,,,,,,,,,,
251,Snow On Tha Bluff,5060764.0,J. Cole,Rock,66.0,53.0,50.0,61.0,5.0,73.0,11.0,75.857,21.0,2020.0,3.92,,,,,,,,,,,,,,,,
252,In Your Eyes (feat. Alida),4654587.0,"Alida, Robin Schulz",Electronic,71.0,51.0,67.0,72.0,6.0,17.0,6.0,120.018,45.0,2020.0,3.47,,,,,,,,,,,,,,,,
253,Djomb - Bien ou quoi,4924714.0,Bosh,Rock,64.0,96.0,68.0,70.0,21.0,17.0,32.0,123.109,63.0,2020.0,2.36,,,,,,,,,,,,,,,,
254,That's On Me,6462701.0,Mac Miller,Rock,60.0,52.0,49.0,57.0,0.0,60.0,33.0,155.199,33.0,2020.0,3.63,,,,,,,,,,,,,,,,
255,Selfish,4754830.0,Madison Beer,Electronic,70.0,27.0,44.0,71.0,1.0,63.0,39.0,75.217,21.0,2020.0,3.72,,,,,,,,,,,,,,,,
256,Deep End Freestyle,5280810.0,"Sleepy Hallow, Fousheé",Hip Hop,72.0,87.0,46.0,69.0,49.0,71.0,9.0,133.928,79.0,2020.0,1.92,,,,,,,,,,,,,,,,
257,Say So (feat. Nicki Minaj),4385148.0,Doja Cat,Pop,69.0,85.0,64.0,77.0,21.0,12.0,43.0,111.004,75.0,2020.0,3.44,,,,,,,,,,,,,,,,
258,Dans l'espace (feat. Heuss l'Enfoiré),5678754.0,Gambi,Rock,59.0,92.0,56.0,71.0,18.0,3.0,7.0,110.05,71.0,2020.0,2.83,,,,,,,,,,,,,,,,
259,Tommy Lee (feat. Post Malone),5031845.0,Tyla Yaweh,Pop,73.0,37.0,62.0,72.0,13.0,22.0,8.0,85.359,64.0,2020.0,3.74,,,,,,,,,,,,,,,,
260,Tunnel Vision (Outro),4907751.0,Pop Smoke,Hip Hop,60.0,68.0,66.0,67.0,35.0,37.0,15.0,142.879,66.0,2020.0,2.21,,,,,,,,,,,,,,,,
261,BELIEVE IT,4361970.0,"PARTYNEXTDOOR, Rihanna",Rock,74.0,34.0,71.0,74.0,28.0,9.0,21.0,158.373,74.0,2020.0,3.05,,,,,,,,,,,,,,,,
262,Alfred - Interlude,8030151.0,Eminem,Rock,57.0,34.0,19.0,18.0,44.0,89.0,28.0,74.545,93.0,2020.0,0.5,,,,,,,,,,,,,,,,
263,IDK You Yet,4473413.0,Alexander 23,Pop,79.0,60.0,28.0,50.0,2.0,89.0,11.0,76.997,18.0,2020.0,3.08,,,,,,,,,,,,,,,,
264,Prospect (ft. Lil Baby),4571916.0,iann dior,Pop,68.0,80.0,57.0,71.0,7.0,20.0,11.0,120.078,42.0,2020.0,3.77,,,,,,,,,,,,,,,,
265,Vulnerable,7531094.0,Selena Gomez,Pop,55.0,66.0,57.0,61.0,17.0,13.0,14.0,100.031,37.0,2020.0,3.2,,,,,,,,,,,,,,,,
266,Na Raba Toma Tapão,4396629.0,Niack,Funk/Soul,61.0,98.0,80.0,100.0,4.0,67.0,17.0,130.003,99.0,2020.0,2.75,,,,,,,,,,,,,,,,
267,Like It Is,4463865.0,"Kygo, Zara Larsson, Tyga",Electronic,68.0,78.0,74.0,69.0,11.0,12.0,22.0,105.024,35.0,2020.0,3.05,,,,,,,,,,,,,,,,
268,El Manual,4470597.0,Anuel AA,Reggae,67.0,83.0,86.0,86.0,3.0,35.0,4.0,126.989,91.0,2020.0,3.51,,,,,,,,,,,,,,,,
269,Hands,5934464.0,Mac Miller,Rock,58.0,71.0,63.0,62.0,17.0,5.0,15.0,74.962,54.0,2020.0,3.33,,,,,,,,,,,,,,,,
270,Little Engine,7913461.0,Eminem,Rock,60.0,75.0,83.0,79.0,24.0,2.0,3.0,155.081,77.0,2020.0,2.95,,,,,,,,,,,,,,,,
271,BLACK PARADE,5474807.0,Beyoncé,Pop,61.0,81.0,55.0,73.0,3.0,0.0,21.0,120.002,3.0,2020.0,4.69,,,,,,,,,,,,,,,,
272,XXL,5415994.0,"Miksu / Macloud, Summer Cem, Luciano, Jamule",Rock,64.0,78.0,52.0,66.0,2.0,23.0,9.0,114.008,54.0,2020.0,2.77,,,,,,,,,,,,,,,,
273,Daisies,4838067.0,Katy Perry,Pop,68.0,59.0,54.0,74.0,2.0,8.0,11.0,122.179,12.0,2020.0,2.89,,,,,,,,,,,,,,,,
274,Emotionally Scarred,4633237.0,Lil Baby,Rock,71.0,52.0,64.0,78.0,13.0,3.0,31.0,88.284,25.0,2020.0,3.29,,,,,,,,,,,,,,,,
275,Myron,4593309.0,Lil Uzi Vert,Hip Hop,76.0,75.0,66.0,68.0,32.0,6.0,21.0,155.047,57.0,2020.0,3.75,,,,,,,,,,,,,,,,
276,MORE & MORE,4592745.0,TWICE,Pop,70.0,71.0,86.0,79.0,4.0,3.0,16.0,106.99,56.0,2020.0,3.33,,,,,,,,,,,,,,,,
277,"I Will (feat. KXNG Crooked, Royce Da 5'9"" & Joell Ortiz)",7115414.0,Eminem,Rock,60.0,58.0,53.0,72.0,5.0,5.0,27.0,98.743,0.0,2020.0,5.05,,,,,,,,,,,,,,,,
278,La Santa,4384527.0,"Bad Bunny, Daddy Yankee",Reggae,79.0,72.0,89.0,77.0,3.0,3.0,7.0,93.037,59.0,2020.0,3.44,,,,,,,,,,,,,,,,
279,Girls in the Hood,4577209.0,Megan Thee Stallion,Pop,72.0,81.0,88.0,83.0,38.0,1.0,2.0,180.013,89.0,2020.0,2.57,,,,,,,,,,,,,,,,
280,Parasite Eve,4545883.0,Bring Me The Horizon,Rock,67.0,53.0,81.0,74.0,15.0,3.0,39.0,102.489,21.0,2020.0,4.86,,,,,,,,,,,,,,,,
281,Blanche,5656775.0,"Maes, Booba",Rock,65.0,75.0,72.0,71.0,14.0,53.0,30.0,127.987,55.0,2020.0,3.22,,,,,,,,,,,,,,,,
282,Si Veo a Tu Mamá,4638728.0,Bad Bunny,Reggae,80.0,90.0,60.0,74.0,5.0,41.0,12.0,129.928,84.0,2020.0,2.85,,,,,,,,,,,,,,,,
283,Only The Young - Featured in Miss Americana,5111068.0,Taylor Swift,Pop,63.0,49.0,79.0,76.0,3.0,0.0,5.0,93.516,60.0,2020.0,2.63,,,,,,,,,,,,,,,,
284,Past Life (with Selena Gomez),5228433.0,Trevor Daniel,Rock,47.0,51.0,53.0,75.0,3.0,10.0,17.0,159.905,27.0,2020.0,3.11,,,,,,,,,,,,,,,,
285,Lithuania (feat. Travis Scott),5949270.0,Big Sean,Rock,62.0,63.0,84.0,75.0,4.0,5.0,63.0,152.028,62.0,2020.0,3.32,,,,,,,,,,,,,,,,
286,"Tap In (feat. Post Malone, DaBaby & Jack Harlow)",5117128.0,Saweetie,Pop,64.0,96.0,63.0,68.0,23.0,1.0,6.0,100.032,41.0,2020.0,4.23,,,,,,,,,,,,,,,,
287,Not Shy,4982232.0,ITZY,Pop,73.0,75.0,94.0,83.0,13.0,16.0,26.0,101.027,56.0,2020.0,2.96,,,,,,,,,,,,,,,,
288,"The Plan - From the Motion Picture ""TENET""",4876238.0,Travis Scott,Electronic,67.0,34.0,42.0,55.0,1.0,9.0,10.0,79.903,0.0,2020.0,3.1,,,,,,,,,,,,,,,,
289,ADMV,4737291.0,Maluma,Reggae,72.0,50.0,37.0,76.0,4.0,82.0,11.0,163.781,71.0,2020.0,3.23,,,,,,,,,,,,,,,,
